achievement, 2743
warcraft, 2731
earned, 2680
level, 407
legion, 256
100, 167
stand, 103
azsuna, 99
master, 92
invasions, 90
defender, 81
azeroth, 80
matata, 75
quests, 75
explore, 74
player, 74
completed, 68
110, 68
power, 64
arsenal, 64
25, 61
going, 61
superior, 55
heroic, 55
bro, 54
thats, 54
valsharah, 53
vrykul, 51
draenor, 51
story, 51
makes, 51
sense, 49
professional, 49
folks, 47
halls, 41
high, 40
eye, 39
80, 38
enough, 37
azshara, 36
lair, 36
mountain, 36
valor, 35
worldofwarcraft, 35
honorable, 33
got, 33
10, 31
neltharions, 31
50, 31
savagely, 30
guild, 29
darkheart, 28
thicket, 28
85, 28
90, 27
collector, 27
70, 27
mythic, 27
one, 27
grand, 26
kill, 25
finally, 24
time, 24
fashionista, 24
rest, 23
cast, 23
run, 22
60, 22
reins, 21
mind, 21
working, 21
money, 20
training, 20
peterpander, 19
classic, 19
wild, 19
