world, 6609
warcraft, 6524
screenshot, 3812
check, 3460
legion, 1582
of, 1297
win, 642
pack, 636
@jinx, 633
prize, 633
enter, 631
скриншот, 410
смотрите, 410
mal, 377
schaut, 376
wow, 235
worldofwarcraft, 234
d’écran, 184
capture, 184
regardez, 184
blizzard, 133
captura, 85
pantalla, 85
¡mira, 83
immagine, 76
guardate, 76
gaming, 71
new, 71
@warcraft, 69
azeroth, 61
selfie, 58
expansion, 51
launch, 49
games, 44
chat, 43
mmo, 42
rs, 41
tech, 41
time, 41
de, 39
&lt3, 39
rpg, 39
via, 39
hearthstone, 39
release, 37
play, 33
wowlegion, 31
live, 31
prepared, 29
day, 29
lol, 29
demon, 29
ways, 29
playing, 28
xd, 28
shaking, 28
come, 27
ballgags, 26
video, 26
abusers, 26
quest, 25
us, 24
like, 24
dalaran, 24
hunter, 24
get, 24
screenshots, 24
got, 23
tomorrow, 23
first, 22
hype, 22
ready, 22
back, 22
loveit, 22
going, 22
tonight, 21
