item, 1547
warcraft, 1530
got, 1515
check, 1507
reins, 63
ashbringer, 51
deceiver, 45
twinblades, 44
felforged, 42
fel-infused, 42
titanstrike, 41
fel, 39
felshroud, 38
legion, 37
fallen, 34
warden, 32
grove, 32
blades, 28
prince, 27
truthguard, 26
cub, 24
windrunners, 23
ashmaw, 23
pocket, 23
thasdorah, 23
spreader, 23
legacy, 23
leggings, 23
boots, 23
fel-chain, 22
ghanir, 21
owl, 21
mother, 21
tree, 21
emmigosa, 21
pygmy, 21
ring, 20
pet, 20
bracers, 19
blade, 18
helm, 18
hat, 18
scepter, 17
signet, 17
aldrachi, 16
lors, 16
branch, 16
warblades, 16
apocalypse, 16
thistleleaf, 16
gloves, 15
frosh, 15
ebonchill, 15
mystical, 15
stormwind, 15
valarjar, 14
sargeras, 14
warswords, 14
gauntlets, 14
scythe, 14
elune, 14
feloelorn, 13
house, 13
vanguard, 13
black, 13
jelly, 12
fangs, 12
drake, 12
wrynn, 12
sternfathoms, 12
orb, 12
corrupted, 12
journal, 12
pup, 11
hand, 11
whelpling, 11
